Code,PR_Batch,EHI_number,IN Code (from EHI_number),ENA accession,Raw data (GB),species,Reference genome,Reference genome species,Reference genome closeness,Number of previous preprocessings,alias_bam,alias_fastq,Autonumber1,Autonumber2,AB (Assembly+Binning),reads_pre_fastp,reads_post_fastp,bases_pre_fastp,bases_post_fastp,adapter_trimmed_reads,adapter_trimmed_bases,host_reads,metagenomic_bases,host_bases,reads_lost_fastp_percent,bases_lost_fastp_percent,adapter_percent,host_percent,singlem_fraction,Indexed library molarity,Adaptor/library ratio,Index (from Sequence alias),IN Code (from Sequence alias),Volume (ul) (from Sequence alias),ENA_run_accession,ENA_sample_accession,ENA_experiment_accession,ENA_project_accession,analysis_code,project,analysis_center,analysis_date,file_name_bam,file_name_fastq1,file_name_fastq2,analysis_protocol,latitude,longitude,geocache,geographic location,Initial DNA for library (from IN Code) (from EHI_number),region,sample_type,bacterial_archaeal_bases,AB (Assembly+Binning) 2,Number of assemblies,Number of MAGs,kappa,C,LR,modelR,LRstar,diversity,Submit_PR,nonpareil_estimated_coverage,number_bins,assembly_batches,status,host_bam_url,sex,order,country
PR00948,PRB0017,EHI00369,AFW26E1L1I1,,3.67,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00369G1,EHI00369M1,948,00948,,24471100,24045778,3670665000,3508869186,3022636,104319844,1330016,3305144737,203724449,2%,4%,3%,6%,57%,3.00,0.28,17,AFW26E1L1I1,4.12,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00369_G.bam,EHI00369_M_1.fq.gz,EHI00369_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,49.272,-123.199,,"49.272175,-123.198642",21.6,British Columbia,Faecal,1870809987.0,EHA00460,1,26,0.7024,0.7240,1652575141,0.9998,15799439512,19.7970,,10.46%,26,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00369_G.bam,Male,Rodentia,Canada
PR00949,PRB0017,EHI00378,AFW30E1L1I1,,3.63,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00378G1,EHI00378M1,949,00949,,24176614,23732902,3626492100,3468311546,2882496,96625084,1541436,3229810280,238501266,2%,4%,3%,7%,65%,7.37,0.13,16,AFW30E1L1I1,1.68,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00378_G.bam,EHI00378_M_1.fq.gz,EHI00378_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,49.272,-123.199,,"49.272175,-123.198642",73.8,British Columbia,Faecal,2088192675.0,EHA00461,1,16,0.7429,0.7621,1614903336,0.9998,12692570081,19.4197,,12.723%,16,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00378_G.bam,Unknown,Rodentia,Canada
PR00950,PRB0017,EHI00379,AFV57E1L1I1,,3.24,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00379G1,EHI00379M1,950,00950,,21610164,21195010,3241524600,3065784026,3426447,120832735,193744,3036493481,29290545,2%,5%,4%,1%,60%,7.53,0.09,15,AFV57E1L1I1,1.64,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00379_G.bam,EHI00379_M_1.fq.gz,EHI00379_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,49.272,-123.199,,"49.272175,-123.198642",62.2,British Columbia,Faecal,1815598852.0,EHA00462,1,7,0.6075,0.6340,1518246386,0.9998,26978375587,20.2668,,5.628%,7,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00379_G.bam,Male,Rodentia,Canada
PR00951,PRB0017,EHI00386,AFW32E1L1I1,,4.75,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00386G1,EHI00386M1,951,00951,,31675728,31001536,4751359200,4479869798,5161862,181303376,757420,4365859630,114010168,2%,6%,4%,3%,58%,11.01,0.12,12,AFW32E1L1I1,1.12,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00386_G.bam,EHI00386_M_1.fq.gz,EHI00386_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,49.272,-123.199,,"49.272175,-123.198642",200.0,British Columbia,Faecal,2517172221.0,EHA00463,1,24,0.6929,0.7151,2182926774,0.9999,24443485885,20.0862,,8.931%,24,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00386_G.bam,Female,Rodentia,Canada
PR00952,PRB0017,EHI00390,AFW18E1L1I1,,3.01,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00390G1,EHI00390M1,952,00952,,20093690,19719468,3014053500,2852868506,3218545,110919386,90422,2839237139,13631367,2%,5%,4%,0%,59%,12.95,0.11,14,AFW18E1L1I1,3.82,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00390_G.bam,EHI00390_M_1.fq.gz,EHI00390_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,49.306,-123.144,,"49.305602,-123.143823",200.0,British Columbia,Faecal,1677359193.0,EHA00464,1,9,0.6759,0.6990,1419619914,0.9992,40384603850,19.6053,,3.515%,9,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00390_G.bam,Unknown,Rodentia,Canada
PR00953,PRB0017,EHI00395,AFW28E1L1I1,,4.07,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00395G1,EHI00395M1,953,00953,,27150222,26680220,4072533300,3848452454,4658844,162125050,458158,3778964518,69487936,2%,6%,4%,2%,56%,14.43,0.11,11,AFW28E1L1I1,3.42,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00395_G.bam,EHI00395_M_1.fq.gz,EHI00395_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,49.272,-123.199,,"49.272175,-123.198642",200.0,British Columbia,Faecal,2123119191.0,EHA00465,1,15,0.7059,0.7274,1889480723,0.9998,19608788533,19.7744,,9.636%,15,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00395_G.bam,Female,Rodentia,Canada
PR00954,PRB0017,EHI00396,AFV48E1L1I1,,4.01,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00396G1,EHI00396M1,954,00954,,26753634,26310498,4013045100,3820624311,3950187,131825398,389906,3761715816,58908495,2%,5%,3%,2%,59%,14.54,0.08,9,AFV48E1L1I1,3.40,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00396_G.bam,EHI00396_M_1.fq.gz,EHI00396_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,49.272,-123.199,,"49.272175,-123.198642",152.2,British Columbia,Faecal,2231979817.0,EHA00466,1,14,0.7368,0.7563,1880863176,0.9999,19169290735,19.5078,,9.812%,14,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00396_G.bam,Female,Rodentia,Canada
PR00955,PRB0017,EHI00401,AFV39E1L1I1,,5.77,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00401G1,EHI00401M1,955,00955,,38454852,37815084,5768227800,5461116201,6458681,223497131,1098568,5294165032,166951169,2%,5%,4%,3%,62%,16.02,0.09,10,AFV39E1L1I1,3.08,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00401_G.bam,EHI00401_M_1.fq.gz,EHI00401_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,49.272,-123.199,,"49.272175,-123.198642",134.8,British Columbia,Faecal,3262569712.0,EHA00467,1,38,0.7556,0.7740,2647083458,0.9998,17388459935,19.9707,,15.223%,38,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00401_G.bam,Male,Rodentia,Canada
PR00956,PRB0017,EHI00440,AFV60E1L1I1,,4.90,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00440G1,EHI00440M1,956,00956,,32751240,31975000,4912686000,4605496176,5583619,211971159,22093474,1226888466,3378607710,2%,6%,4%,73%,61%,2.13,0.57,50,AFV60E1L1I1,8.29,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00440_G.bam,EHI00440_M_1.fq.gz,EHI00440_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,48.809,-123.462,,"48.808566,-123.461908",9.4,British Columbia,Faecal,745283313.0,EHA00468,1,0,0.6012,0.6281,613431213,0.9998,40741786875,19.0194,,1.506%,0,1,Assembly,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00440_G.bam,Male,Rodentia,Canada
PR00957,PRB0017,EHI00449,AFW01E1L1I1,,5.40,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00449G1,EHI00449M1,957,00957,,35867166,35111058,5380074900,5150916765,3362067,129595662,4738672,4405404689,745512076,2%,4%,2%,14%,15%,2.76,0.04,34,AFW01E1L1I1,6.39,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00449_G.bam,EHI00449_M_1.fq.gz,EHI00449_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,48.807,-123.510,,"48.80714,-123.510397",38.2,British Columbia,Faecal,661033745.0,EHA00469,1,3,0.9228,0.9291,2202696656,0.9984,2464301682,17.4832,,89.384%,3,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00449_G.bam,Female,Rodentia,Canada
PR00958,PRB0017,EHI00452,AFW10E1L1I1,,6.70,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00452G1,EHI00452M1,958,00958,,44695414,43650810,6704312100,6277373024,7653077,304952353,15228764,3936902690,2340470334,2%,6%,5%,37%,59%,2.88,0.21,36,AFW10E1L1I1,6.13,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00452_G.bam,EHI00452_M_1.fq.gz,EHI00452_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,49.306,-123.144,,"49.305602,-123.143823",71.3,British Columbia,Faecal,2339443192.0,EHA00470,1,22,0.7746,0.7918,1968431320,0.9921,115206431930,18.5697,,1.709%,22,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00452_G.bam,Male,Rodentia,Canada
PR00959,PRB0017,EHI00466,AFW12E1L1I1,,6.40,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00466G1,EHI00466M1,959,00959,,42661654,41985864,6399248100,6043397214,7770333,262677409,10690054,4410513791,1632883423,2%,6%,4%,27%,67%,3.92,0.69,46,AFW12E1L1I1,4.50,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00466_G.bam,EHI00466_M_1.fq.gz,EHI00466_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,49.306,-123.144,,"49.305602,-123.143823",31.7,British Columbia,Faecal,2973771895.0,EHA00471,1,23,0.7996,0.8151,2205236143,0.9997,10181328245,19.4982,,21.66%,23,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00466_G.bam,Male,Rodentia,Canada
PR00960,PRB0017,EHI00471,AFV82E1L1I1,,4.80,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00471G1,EHI00471M1,960,00960,,32073998,31555776,4811099700,4559475440,5248404,183248597,4907196,3806156008,753319432,2%,5%,4%,17%,47%,4.20,0.21,45,AFV82E1L1I1,4.20,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00471_G.bam,EHI00471_M_1.fq.gz,EHI00471_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,48.807,-123.510,,"48.80714,-123.510397",43.7,British Columbia,Faecal,1781653302.0,EHA00472,1,17,0.7901,0.8063,1903058714,0.9997,11747092739,19.1740,,16.2%,17,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00471_G.bam,Female,Rodentia,Canada
PR00961,PRB0017,EHI00486,AFW06E1L1I1,,5.00,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00486G1,EHI00486M1,961,00961,,33625522,33101044,5043828300,4834971550,3913348,144398345,10440466,3208291480,1626680070,2%,4%,3%,34%,70%,5.57,0.03,35,AFW06E1L1I1,3.17,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00486_G.bam,EHI00486_M_1.fq.gz,EHI00486_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,49.306,-123.144,,"49.305602,-123.143823",200.0,British Columbia,Faecal,2260691229.0,EHA00473,1,13,0.7207,0.7413,1604135013,0.9998,15365002222,19.5684,,10.44%,13,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00486_G.bam,Female,Rodentia,Canada
PR00962,PRB0017,EHI00505,AFV34E1L1I1,,6.10,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00505G1,EHI00505M1,962,00962,,40384024,39783642,6057603600,5809582364,4730370,172521258,1614816,5556668347,252914017,1%,4%,3%,4%,57%,7.80,0.11,32,AFV34E1L1I1,2.26,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00505_G.bam,EHI00505_M_1.fq.gz,EHI00505_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,48.780,-123.145,,"48.780068,-123.145107",200.0,British Columbia,Faecal,3147128513.0,EHA00474,1,29,0.7177,0.7384,2778322632,0.9998,27870303963,20.2031,,9.969%,29,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00505_G.bam,Female,Rodentia,Canada
PR00963,PRB0017,EHI00526,AFV64E1L1I1,,6.20,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00526G1,EHI00526M1,963,00963,,41398254,40837718,6209738100,5979370151,4659267,153266547,5037784,5189801914,789568237,1%,4%,2%,13%,58%,10.04,0.06,33,AFV64E1L1I1,1.76,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00526_G.bam,EHI00526_M_1.fq.gz,EHI00526_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,48.807,-123.510,,"48.80714,-123.510397",0.0,British Columbia,Faecal,2997166167.0,EHA00475,1,39,0.8176,0.8319,2594902152,0.9998,10847642695,19.2652,,23.921%,39,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00526_G.bam,Male,Rodentia,Canada
PR00964,PRB0017,EHI00543,AFV44E1L1I1,,8.10,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00543G1,EHI00543M1,964,00964,,53694320,52964204,8054148000,7660254597,8301325,300299320,1098750,7496913035,163341562,1%,5%,4%,2%,49%,15.34,0.09,16,AFV44E1L1I1,1.15,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00543_G.bam,EHI00543_M_1.fq.gz,EHI00543_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,48.780,-123.145,,"48.780068,-123.145107",115.2,British Columbia,Faecal,3654124363.0,EHA00476,1,46,0.9196,0.9263,3748436108,0.9876,49922429677,17.4043,,7.509%,46,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00543_G.bam,Male,Rodentia,Canada
PR00965,PRB0017,EHI00544,AFV96E1L1I1,,8.30,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00544G1,EHI00544M1,965,00965,,55493004,54533488,8323950600,7817767707,10473789,384338123,2315146,7470861360,346906347,2%,6%,5%,4%,59%,15.83,0.02,7,AFV96E1L1I1,1.11,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00544_G.bam,EHI00544_M_1.fq.gz,EHI00544_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,48.807,-123.510,,"48.80714,-123.510397",200.0,British Columbia,Faecal,4381994807.0,EHA00477,1,44,0.8353,0.8483,3735421079,0.9999,15932314959,19.4708,,23.446%,44,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00544_G.bam,Female,Rodentia,Canada
PR00966,PRB0017,EHI00548,AFW08E1L1I1,,7.40,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00548G1,EHI00548M1,966,00966,,49619614,48910324,7442942100,7094014892,7107766,259574709,646258,6996120838,97894054,1%,5%,3%,1%,68%,17.46,0.05,8,AFW08E1L1I1,1.01,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00548_G.bam,EHI00548_M_1.fq.gz,EHI00548_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,49.306,-123.144,,"49.305602,-123.143823",200.0,British Columbia,Faecal,4729079124.0,EHA00478,1,21,0.7892,0.8054,3498062671,0.9998,22052711636,19.9302,,15.862%,21,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00548_G.bam,Male,Rodentia,Canada
PR00967,PRB0017,EHI00550,AFV67E1L1I1,,5.10,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00550G1,EHI00550M1,967,00967,,34107600,33622154,5116140000,4829064452,6322360,229085154,2545912,4450362659,378701793,1%,6%,4%,8%,67%,17.95,0.04,17,AFV67E1L1I1,3.93,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00550_G.bam,EHI00550_M_1.fq.gz,EHI00550_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,49.306,-123.144,,"49.305602,-123.143823",200.0,British Columbia,Faecal,2986258991.0,EHA00479,1,17,0.7897,0.8058,2225171807,0.9998,12222825758,19.3656,,18.205%,17,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00550_G.bam,Male,Rodentia,Canada
PR00968,PRB0017,EHI00551,AFW84E1L1I1,,4.40,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00551G1,EHI00551M1,968,00968,,29453930,28979016,4418089500,4189383651,4832981,170769881,10803242,2549069771,1640313880,2%,5%,4%,39%,66%,18.16,0.01,18,AFW84E1L1I1,3.89,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00551_G.bam,EHI00551_M_1.fq.gz,EHI00551_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,49.306,-123.144,,"49.305602,-123.143823",169.0,British Columbia,Faecal,1676911683.0,EHA00480,1,21,0.7458,0.7648,1274524362,0.9996,9363207874,19.0995,,13.612%,21,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00551_G.bam,Female,Rodentia,Canada
PR00969,PRB0017,EHI00562,AFV78E1L1I1,,9.50,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,1,EHI00562G1,EHI00562M1,969,00969,,63244638,62397236,9486695700,8922270134,12577317,459675278,4535954,8249254911,673015223,1%,6%,5%,8%,62%,21.61,0.01,6,AFV78E1L1I1,3.27,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00562_G.bam,EHI00562_M_1.fq.gz,EHI00562_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,48.807,-123.510,,"48.80714,-123.510397",188.9,British Columbia,Faecal,5092331881.0,EHA00481,1,36,0.7832,0.7998,4124616043,0.9999,28081547245,19.9494,,14.688%,36,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00562_G.bam,Male,Rodentia,Canada
PR00970,PRB0017,EHI00614,AFV24E1L1I1,,8.60,Peromyscus maniculatus,G0015,Peromyscus maniculatus,Same,2,EHI00614G2,EHI00614M2,970,00970,,57274462,49816842,8591169300,6799642709,22719705,1136404184,16931538,4516680540,2282962169,13%,21%,13%,34%,65%,5.24,0.86,256,AFV24E1L1I1,3.37,,,,,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Peromyscus maniculatus,EHI,2023-03-31,EHI00614_G.bam,EHI00614_M_1.fq.gz,EHI00614_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,48.809,-123.462,,"48.808566,-123.461908",91.7,British Columbia,Faecal,2915177831.0,EHA00482,1,0,0.9269,0.9330,2258337753,0.9949,11479715207,18.4795,,19.672%,0,1,Assembly,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0017/EHI00614_G.bam,Female,Rodentia,Canada
PR00971,PRB0018,EHI00304,ADF30E1L1I2,ERR10460638,6.80,Muscardinus avellanarius,G0016,Muscardinus avellanarius,Same,1,EHI00304G1,EHI00304M1,971,00971,,45518490,33492926,6827773500,4669057858,20073772,1120291916,19631320,1839763976,2829293882,26%,32%,16%,61%,44%,10.43,1.54,90,ADF30E1L1I2,1.69,ERR10460638,SAMEA111531837,ERX9982906,ERP142094,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Muscardinus avellanarius,EHI,2023-03-31,EHI00304_G.bam,EHI00304_M_1.fq.gz,EHI00304_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.268,11.100,,"43.26845,11.10025",4.5,Tuscany,Faecal,803366364.0,EHA00483,1,0,0.7878,0.8041,919865080,0.9972,34988065656,17.6035,,2.629%,0,1,Assembly,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0018/EHI00304_G.bam,Male,Rodentia,Italy
PR00972,PRB0018,EHI00311,ADF10E1L1I2,ERR10460640,6.00,Muscardinus avellanarius,G0016,Muscardinus avellanarius,Same,1,EHI00311G1,EHI00311M1,972,00972,,39838596,31313910,5975789400,3925276897,23170444,1282331968,1721514,3700136400,225140497,21%,34%,21%,6%,11%,11.86,0.68,89,ADF10E1L1I2,1.49,ERR10460640,SAMEA111531835,ERX9982904,ERP142094,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Muscardinus avellanarius,EHI,2023-03-31,EHI00311_G.bam,EHI00311_M_1.fq.gz,EHI00311_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.258,11.089,,"43.25814,11.08933",32.2,Tuscany,Faecal,400439687.0,EHA00484,1,0,0.7188,0.7395,1850030898,0.9970,65552049580,19.5380,,2.822%,0,1,Assembly,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0018/EHI00311_G.bam,Male,Rodentia,Italy
PR00973,PRB0018,EHI00316,ADF01E1L1I2,ERR10460642,7.10,Muscardinus avellanarius,G0016,Muscardinus avellanarius,Same,1,EHI00316G1,EHI00316M1,973,00973,,47631248,46563210,7144687200,6841986097,4513616,145204476,44575816,0,6841986097,2%,4%,2%,100%,0%,12.41,0.07,76,ADF01E1L1I2,1.42,ERR10460642,SAMEA111531834,ERX9982903,ERP142094,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Muscardinus avellanarius,EHI,2023-03-31,EHI00316_G.bam,EHI00316_M_1.fq.gz,EHI00316_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.258,11.090,,"43.25819,11.08972",67.0,Tuscany,Faecal,0.0,,0,0,0.4972,0.5280,73826227,0.9934,32770567659,17.7717,,0.225%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0018/EHI00316_G.bam,Male,Rodentia,Italy
PR00974,PRB0018,EHI00326,ADF33E1L1I2,ERR10460647,5.70,Muscardinus avellanarius,G0016,Muscardinus avellanarius,Same,1,EHI00326G1,EHI00326M1,974,00974,,38254788,31694990,5738218200,4147083011,18683894,999730553,2492562,3806486514,340596497,17%,28%,17%,8%,3%,15.31,0.35,88,ADF33E1L1I2,1.15,ERR10460647,SAMEA111531838,ERX9982907,ERP142094,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Muscardinus avellanarius,EHI,2023-03-31,EHI00326_G.bam,EHI00326_M_1.fq.gz,EHI00326_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.258,11.089,,"43.25838,11.08926",29.3,Tuscany,Faecal,122983588.0,EHA00485,1,0,0.7213,0.7418,1903197565,0.9943,110209807460,19.4933,,1.727%,0,1,Assembly,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0018/EHI00326_G.bam,Male,Rodentia,Italy
PR00975,PRB0018,EHI00347,ADF26E1L1I2,ERR10460665,1.00,Muscardinus avellanarius,G0016,Muscardinus avellanarius,Same,1,EHI00347G1,EHI00347M1,975,00975,,6974456,6648892,1046168400,952796922,1359075,51373544,6113936,0,952796922,5%,9%,5%,100%,0%,129.25,0.03,91,ADF26E1L1I2,0.55,ERR10460665,SAMEA111531836,ERX9982905,ERP142094,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Muscardinus avellanarius,EHI,2023-03-31,EHI00347_G.bam,EHI00347_M_1.fq.gz,EHI00347_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.249,11.092,,"43.24917,11.09194",49.0,Tuscany,Faecal,0.0,,0,0,0.0000,0.0000,0,0.0000,0,0.0000,,#ERROR!,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0018/EHI00347_G.bam,Male,Rodentia,Italy
